cdate,cp,pctlead,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,dow,moy,pred_linr,pred_logr,tf10
2008-08-15,1298.200000,-1.509800,0.477400,0.222100,-0.137800,0.029000,0.413600,0.099700,0.129000,0.423700,0.050000,0.080000,0.029088,0.485861,0.485255
2008-08-18,1278.600000,-0.931500,-0.556100,-0.186800,-0.213200,-0.414600,-0.228600,0.138500,-0.102700,-0.054100,0.010000,0.080000,0.018223,0.493401,0.491923
2008-08-19,1266.689900,0.619700,-1.238000,-0.682700,-0.372600,-0.356600,-0.500900,-0.328600,0.006000,-0.194300,0.020000,0.080000,0.083885,0.536419,0.534816
2008-08-20,1274.540000,0.249500,-0.159800,-0.619400,-0.359300,-0.176100,-0.195500,-0.342500,-0.211600,0.073100,0.030000,0.080000,0.098792,0.540584,0.539231
2008-08-21,1277.720000,1.133300,0.432200,-0.023000,-0.401800,-0.237800,-0.105500,-0.132300,-0.268900,-0.160800,0.040000,0.080000,0.080970,0.507939,0.508359
2008-08-22,1292.200000,-1.962500,0.687200,0.663600,0.266100,-0.093900,-0.009500,0.070900,0.025400,-0.113500,0.050000,0.080000,-0.002566,0.484820,0.486297
2008-08-25,1266.840000,0.368600,-0.425200,-0.200700,0.002900,-0.184400,-0.409600,-0.291400,-0.185300,-0.197300,0.010000,0.080000,0.067945,0.533831,0.531689
2008-08-26,1271.510000,0.798300,-0.815100,-0.162100,-0.059300,0.075500,-0.092700,-0.298900,-0.209500,-0.124300,0.020000,0.080000,0.093135,0.545281,0.543207
2008-08-27,1281.660000,1.484000,0.580500,-0.275900,0.077100,0.111400,0.195300,0.034300,-0.162000,-0.097900,0.030000,0.080000,0.083477,0.524516,0.524173
2008-08-28,1300.680100,-1.372400,1.129600,0.878100,0.165600,0.358000,0.339900,0.379100,0.215800,0.021500,0.040000,0.080000,0.008358,0.459552,0.460461
2008-08-29,1282.830000,-0.409300,0.045300,0.292900,0.311300,-0.146300,0.066400,0.092400,0.157500,0.036700,0.050000,0.080000,-0.010654,0.494605,0.495442
2008-09-02,1277.580000,-0.203500,-0.902200,-0.105700,0.118000,0.167400,-0.190300,-0.001600,0.029700,0.094500,0.020000,0.090000,0.012729,0.520195,0.519062
2008-09-03,1274.980000,-2.992200,-0.307500,-0.670100,-0.130100,0.054100,0.105900,-0.192300,-0.026700,0.003800,0.030000,0.090000,0.108457,0.542948,0.540908
2008-09-04,1236.830000,0.443100,-1.622300,-1.213900,-1.258800,-0.703400,-0.453100,-0.336200,-0.543200,-0.356000,0.040000,0.090000,0.139019,0.545187,0.545700
2008-09-05,1242.310100,2.051000,-1.317800,-0.939500,-0.805300,-0.924400,-0.516700,-0.328200,-0.241200,-0.436300,0.050000,0.090000,0.093891,0.531322,0.532114
2008-09-08,1267.790000,-3.413800,1.233400,-0.191900,-0.194900,-0.238700,-0.433800,-0.156100,-0.036600,0.008300,0.010000,0.090000,0.060452,0.497329,0.495041
2008-09-09,1224.510000,0.614900,-0.714200,-0.329900,-1.015200,-0.849600,-0.775100,-0.864900,-0.565400,-0.412700,0.020000,0.090000,0.156536,0.542216,0.538766
2008-09-10,1232.040000,1.380600,-1.455300,-0.275800,-0.096400,-0.692200,-0.608900,-0.580100,-0.683700,-0.437600,0.030000,0.090000,0.063237,0.563801,0.562798
2008-09-11,1249.050000,0.212200,0.989100,-0.505700,0.135500,0.196600,-0.347900,-0.326900,-0.337600,-0.457400,0.040000,0.090000,0.114890,0.558690,0.560392
2008-09-12,1251.700000,-4.713600,0.786200,0.728400,-0.324600,0.150800,0.199100,-0.267500,-0.259300,-0.276500,0.050000,0.090000,0.118465,0.506182,0.505750
2008-09-15,1192.700000,1.752300,-2.305300,-1.065100,-0.645800,-1.221000,-0.668800,-0.509600,-0.831400,-0.759800,0.010000,0.090000,0.121568,0.568577,0.566099
2008-09-16,1213.600000,-4.714100,-1.583300,-0.969100,-0.375800,-0.177700,-0.735900,-0.332600,-0.235300,-0.552400,0.020000,0.090000,0.101996,0.561219,0.561550
2008-09-17,1156.390000,4.334200,-1.532100,-2.675200,-1.924600,-1.247600,-0.933700,-1.307500,-0.877800,-0.729300,0.030000,0.090000,0.336077,0.626229,0.623497
2008-09-18,1206.510000,4.025700,-0.300100,0.386100,-0.947500,-0.706500,-0.351200,-0.211700,-0.630000,-0.325600,0.040000,0.090000,0.068424,0.488790,0.489048
2008-09-19,1255.080000,-3.823700,4.009200,1.146500,1.291100,0.056100,0.082900,0.270300,0.313300,-0.115700,0.050000,0.090000,-0.051066,0.454167,0.455819
2008-09-22,1207.090000,-1.563300,0.023600,1.382000,-0.134900,0.238300,-0.616900,-0.494600,-0.256400,-0.158900,0.010000,0.090000,0.042159,0.498705,0.496071
2008-09-23,1188.220000,-0.197800,-2.791300,-0.501000,0.655400,-0.422100,-0.062000,-0.754000,-0.629000,-0.401300,0.020000,0.090000,0.095709,0.619941,0.615434
2008-09-24,1185.870000,1.965700,-0.893800,-1.932600,-0.426800,0.487900,-0.385200,-0.081200,-0.685300,-0.581900,0.030000,0.090000,0.164294,0.605573,0.609500
2008-09-25,1209.180100,0.338200,0.875100,0.058300,-0.958200,0.044200,0.727900,-0.052600,0.171300,-0.393200,0.040000,0.090000,0.226872,0.485524,0.482301
2008-09-26,1213.270000,-8.806800,1.131100,0.694200,0.128800,-0.696400,0.093100,0.671900,-0.003400,0.189800,0.050000,0.090000,-0.114143,0.421919,0.424188
2008-09-29,1106.420000,5.417500,-4.429900,-2.251400,-1.735000,-1.705400,-2.090800,-1.196500,-0.522100,-0.999100,0.010000,0.090000,0.168239,0.599051,0.597733
2008-09-30,1166.360000,-0.454400,-2.064000,-1.228300,-0.415500,-0.371700,-0.576200,-1.072000,-0.421200,0.092800,0.020000,0.090000,0.151502,0.611959,0.607236
2008-10-01,1161.060100,-4.029100,2.347700,-1.520500,-1.035500,-0.423600,-0.385700,-0.559300,-0.996200,-0.425100,0.030000,0.100000,0.240794,0.566818,0.566663
2008-10-02,1114.280000,-1.350700,-2.288900,0.228400,-2.176500,-1.647200,-1.027000,-0.906500,-0.993200,-1.334400,0.040000,0.100000,0.206140,0.510013,0.508762
2008-10-03,1099.230000,-3.851800,-2.793300,-1.989300,-0.158300,-2.019400,-1.602600,-1.073600,-0.961500,-1.032800,0.050000,0.100000,0.066737,0.626601,0.627971
2008-10-06,1056.890000,-5.739500,-2.661700,-3.185200,-2.470300,-0.884800,-2.332600,-1.923500,-1.413200,-1.273500,0.010000,0.100000,0.389023,0.683724,0.683540
2008-10-07,996.230000,-1.133300,-5.016800,-3.744800,-3.863200,-3.134500,-1.671100,-2.818500,-2.389000,-1.873400,0.020000,0.100000,0.602883,0.720027,0.713052
2008-10-08,984.940000,-7.616700,-3.631700,-3.761900,-3.126200,-3.353700,-2.829100,-1.602900,-2.628900,-2.265400,0.030000,0.100000,0.316920,0.659537,0.663594
2008-10-09,909.920000,-1.175900,-4.555000,-5.083600,-4.795100,-4.049000,-4.076000,-3.502100,-2.314800,-3.161400,0.040000,0.100000,0.650122,0.736425,0.736409
2008-10-10,899.220000,11.580000,-4.738200,-3.472000,-4.159800,-4.126300,-3.616600,-3.708400,-3.249200,-2.207000,0.050000,0.100000,0.508196,0.739671,0.738054
2008-10-13,1003.350000,-0.532200,4.910700,0.654600,0.187500,-1.116900,-1.638800,-1.596200,-1.955700,-1.767000,0.010000,0.100000,0.236511,0.589795,0.588958
2008-10-14,998.010000,-9.035000,4.936100,3.037000,0.343000,0.037100,-1.016600,-1.478000,-1.462900,-1.799300,0.020000,0.100000,0.233283,0.533128,0.531405
2008-10-15,907.840000,4.250700,-5.011400,0.296300,-0.054600,-1.634000,-1.549800,-2.224800,-2.467500,-2.331200,0.030000,0.100000,0.237019,0.708670,0.706399
2008-10-16,946.430000,-0.621300,-2.781700,-1.995600,1.224400,0.767800,-0.679800,-0.748900,-1.444700,-1.755800,0.040000,0.100000,0.197564,0.732881,0.737580
2008-10-17,940.550000,4.768500,1.733500,-2.055900,-1.655800,0.861700,0.537800,-0.672000,-0.733600,-1.354900,0.050000,0.100000,0.523872,0.623700,0.624325
2008-10-20,985.400000,-3.080000,2.023400,2.700200,-0.333600,-0.375700,1.490600,1.129800,0.006100,-0.126300,0.010000,0.100000,-0.003760,0.338376,0.333451
2008-10-21,955.050000,-6.101200,0.747200,0.299200,1.233500,-0.907200,-0.842400,0.828800,0.591000,-0.349800,0.020000,0.100000,-0.219546,0.424282,0.427104
2008-10-22,896.780000,1.263400,-4.785500,-1.542700,-1.314300,-0.234100,-1.797400,-1.607400,-0.032000,-0.154000,0.030000,0.100000,0.162012,0.630154,0.627669
2008-10-23,908.110000,-3.451100,-2.600700,-2.800400,-0.866100,-0.817800,0.004800,-1.374600,-1.263400,0.104100,0.040000,0.100000,0.281236,0.688405,0.683387
2008-10-24,876.770000,-3.176400,-1.121100,-2.919100,-2.987000,-1.379900,-1.252300,-0.477300,-1.634600,-1.504200,0.050000,0.100000,0.317494,0.580568,0.587109
2008-10-27,848.920000,10.789000,-3.429900,-1.817100,-3.006000,-3.042600,-1.674800,-1.520800,-0.800800,-1.803700,0.010000,0.100000,0.351326,0.552591,0.545987
2008-10-28,940.510000,-1.107900,3.562000,1.215200,1.223500,-0.325200,-0.827300,-0.000600,-0.080500,0.393700,0.020000,0.100000,-0.158401,0.454069,0.454007
2008-10-29,930.090000,2.580400,4.339300,1.960600,0.611200,0.739500,-0.462100,-0.870200,-0.142500,-0.197300,0.030000,0.100000,0.106215,0.503538,0.500919
2008-10-30,954.090000,1.536500,0.720700,3.723200,2.104700,1.010500,1.049900,-0.015100,-0.428300,0.163200,0.040000,0.100000,-0.104697,0.491455,0.487731
2008-10-31,968.750000,-0.252900,2.010600,0.989900,3.158900,1.981300,1.098700,1.119800,0.187100,-0.201100,0.050000,0.100000,-0.131731,0.536308,0.542163
2008-11-03,966.300000,4.082600,0.631000,1.253300,0.675300,2.466100,1.596300,0.897200,0.940300,0.135700,0.010000,0.110000,0.099655,0.469730,0.466237
2008-11-04,1005.750000,-5.267700,1.876200,1.756700,1.942500,1.352100,2.720200,1.950000,1.303400,1.297400,0.020000,0.110000,-0.168722,0.374467,0.368923
2008-11-05,952.770000,-5.026400,-0.690800,-0.546400,-0.033900,0.467900,0.212200,1.545800,1.004300,0.528900,0.030000,0.110000,-0.155287,0.406460,0.410132
2008-11-06,904.880000,2.885500,-5.430000,-2.145000,-1.667800,-1.025500,-0.438200,-0.533200,0.734100,0.331800,0.040000,0.110000,0.111481,0.543695,0.538087
2008-11-07,930.990000,-1.265300,-1.186400,-2.680900,-0.930600,-0.793200,-0.403200,0.013500,-0.125000,0.959400,0.050000,0.110000,0.000916,0.543295,0.543802
2008-11-10,919.210000,-2.204100,0.774500,-1.218100,-2.334000,-0.999000,-0.872200,-0.524600,-0.143100,-0.249600,0.010000,0.110000,0.224826,0.478715,0.474636
2008-11-11,898.950000,-5.189400,-1.762200,-0.215700,-1.472900,-2.318300,-1.200000,-1.061000,-0.730600,-0.366300,0.020000,0.110000,0.085526,0.506728,0.500243
2008-11-12,852.300000,6.921300,-3.820700,-2.946700,-1.460000,-2.229500,-2.810900,-1.763400,-1.567100,-1.211800,0.030000,0.110000,0.157073,0.669267,0.670747
2008-11-13,911.290000,-4.169900,0.699700,-0.297500,-0.550000,0.142000,-0.765700,-1.482800,-0.745800,-0.688800,0.040000,0.110000,0.271680,0.614320,0.611721
2008-11-14,873.290000,-2.581000,1.176200,-0.973100,-1.298700,-1.295200,-0.586500,-1.263400,-1.828600,-1.127500,0.050000,0.110000,0.303350,0.605784,0.604781
2008-11-17,850.750000,0.983800,-3.511500,-0.058800,-1.382000,-1.560700,-1.512300,-0.867900,-1.428500,-1.914900,0.010000,0.110000,0.165433,0.561485,0.560956
2008-11-18,859.120000,-6.115600,-0.828700,-2.019600,0.195200,-0.916300,-1.145500,-1.165800,-0.644900,-1.170500,0.020000,0.110000,0.205280,0.647331,0.645132
2008-11-19,806.580000,-6.712300,-2.651700,-2.651000,-3.089000,-1.063000,-1.792400,-1.861000,-1.784600,-1.243900,0.030000,0.110000,0.423457,0.663050,0.662596
2008-11-20,752.440000,6.324800,-6.842800,-4.065500,-3.697000,-3.834900,-1.976100,-2.480800,-2.450800,-2.311600,0.040000,0.110000,0.502155,0.714913,0.711082
2008-11-21,800.030000,6.472300,-0.421900,-2.504800,-1.576100,-1.800500,-2.251200,-0.893000,-1.475100,-1.567200,0.050000,0.110000,0.169973,0.598046,0.604952
2008-11-24,851.810000,0.655100,6.015700,1.881200,-0.227700,0.026000,-0.436500,-1.026600,-0.007300,-0.623700,0.010000,0.110000,0.235400,0.460268,0.453218
2008-11-25,857.390000,3.532800,3.356000,4.182600,1.557800,-0.042500,0.134800,-0.275200,-0.810400,0.067300,0.020000,0.110000,-0.129884,0.432813,0.427960
2008-11-26,887.680000,0.964300,2.055500,3.375200,3.981300,1.954500,0.576300,0.635100,0.215900,-0.313200,0.030000,0.110000,-0.234437,0.503773,0.505726
2008-11-28,896.240000,-8.929500,2.177800,1.682100,2.754300,3.349500,1.777000,0.634300,0.677800,0.303500,0.050000,0.110000,0.011875,0.551836,0.552564
2008-12-01,816.210000,3.994100,-4.173600,-1.583800,-1.029600,0.375500,1.248100,0.164300,-0.643500,-0.458900,0.010000,0.120000,0.262664,0.595353,0.589788
2008-12-02,848.810000,2.583600,-2.848600,-1.517600,-0.248800,-0.069700,0.945700,1.617400,0.629300,-0.137200,0.020000,0.120000,-0.032677,0.454808,0.455264
2008-12-03,870.740000,-2.930800,3.171200,-1.005600,-0.493600,0.309100,0.365700,1.172900,1.732300,0.846300,0.030000,0.120000,-0.019573,0.373267,0.372400
2008-12-04,845.220000,3.649900,-0.209200,1.131100,-1.509000,-0.992700,-0.235600,-0.109400,0.657400,1.209000,0.040000,0.120000,-0.068140,0.375509,0.369337
2008-12-05,876.070000,3.838700,0.309700,1.051700,1.739700,-0.473800,-0.225300,0.309200,0.351700,0.981100,0.050000,0.120000,-0.292541,0.460236,0.459362
2008-12-08,909.700000,-2.311800,3.610800,1.480800,1.738900,2.148900,0.260500,0.363200,0.752600,0.741400,0.010000,0.120000,-0.069151,0.477378,0.475556
2008-12-09,888.670000,1.189400,0.700600,1.624600,0.509400,0.907900,1.383000,-0.125000,0.014200,0.399000,0.020000,0.120000,0.108711,0.501805,0.492654
2008-12-10,899.240000,-2.852400,-0.585000,0.858900,1.511600,0.645000,0.953400,1.352600,0.043100,0.147200,0.030000,0.120000,-0.179034,0.461939,0.463561
2008-12-11,873.590000,0.702800,-0.850600,-1.356800,-0.069400,0.637900,0.053900,0.402100,0.818300,-0.289300,0.040000,0.120000,0.084698,0.520898,0.521966
2008-12-12,879.730000,-1.268600,-1.112700,-0.337000,-0.846300,0.082200,0.647800,0.145700,0.439000,0.804900,0.050000,0.120000,0.050395,0.478560,0.474517
2008-12-15,868.570000,5.136000,-0.287100,-1.169800,-0.570800,-0.932700,-0.141000,0.376900,-0.030800,0.249800,0.010000,0.120000,-0.000565,0.475584,0.472232
2008-12-16,913.180000,-0.959300,1.877400,1.487500,0.394300,0.552700,0.065400,0.595400,0.956000,0.533600,0.020000,0.120000,-0.100981,0.394184,0.391767
2008-12-17,904.420000,-2.116300,1.972400,0.919200,0.864600,0.116700,0.295000,-0.084800,0.397200,0.738800,0.030000,0.120000,-0.046079,0.473475,0.467834
2008-12-18,885.280000,0.293700,-1.558900,0.618200,0.155400,0.262600,-0.262200,-0.054500,-0.343300,0.114800,0.040000,0.120000,-0.048711,0.518906,0.519042
2008-12-19,887.880000,-1.830200,-0.932800,-0.944900,0.537800,0.182800,0.267600,-0.182900,-0.011100,-0.272700,0.050000,0.120000,0.092041,0.579614,0.578422
2008-12-22,871.630000,-0.971700,-0.775800,-1.239800,-1.170700,0.068600,-0.151900,-0.031600,-0.389700,-0.213400,0.010000,0.120000,0.164342,0.533809,0.531559
2008-12-23,863.160000,0.578100,-1.425000,-0.843400,-1.176200,-1.133600,-0.101600,-0.267500,-0.147400,-0.454000,0.020000,0.120000,0.152639,0.505832,0.500201
2008-12-24,868.150000,0.535600,-0.201000,-0.758000,-0.490700,-0.828800,-0.852800,-0.006800,-0.164000,-0.068500,0.030000,0.120000,-0.018037,0.492660,0.492920
2008-12-26,872.800000,-0.387300,0.553700,0.044900,-0.433900,-0.286000,-0.602400,-0.656200,0.059900,-0.087300,0.050000,0.120000,0.084019,0.514823,0.512901
2008-12-29,869.420000,2.440700,0.072900,0.239800,-0.063600,-0.424800,-0.303100,-0.572100,-0.623100,0.010700,0.010000,0.120000,0.066453,0.534800,0.529040
2008-12-30,890.640000,1.415800,1.013600,0.854200,0.784900,0.435600,0.052700,0.087500,-0.196600,-0.284800,0.020000,0.120000,0.008388,0.506211,0.504536
2008-12-31,903.250000,3.160800,1.885800,1.143300,0.992600,0.910300,0.600300,0.250400,0.255700,-0.014800,0.030000,0.120000,0.020243,0.486862,0.484412
